Formulation	DrugName	SubCat	SubCat1
Syrup	Cetrizine	Antacid	Penicillin
Ointment	Ibuprofen	Antibiotic	Penicillin
Injection	Metformin	Antihistamine	H1 Blocker
Syrup	Metformin	Antibiotic	PPI
Injection	Metformin	Painkiller	Salicylate
Capsule	Ibuprofen	Antipyretic	H1 Blocker
Capsule	Amoxicillin	Antipyretic	Penicillin
Ointment	Omeprazole	Antipyretic	PPI
Ointment	Amoxicillin	Painkiller	NSAID
Syrup	Metformin	Antipyretic	Penicillin
Injection	Ibuprofen	Antipyretic	NSAID
Tablet	Cetrizine	Antihistamine	Salicylate
Injection	Aspirin	Antipyretic	Penicillin
Injection	Ibuprofen	Antihistamine	PPI
Ointment	Ibuprofen	Antacid	H1 Blocker
Capsule	Cetrizine	Antacid	NSAID
Capsule	Paracetamol	Antihistamine	NSAID
Syrup	Omeprazole	Painkiller	Salicylate
Ointment	Aspirin	Antacid	PPI
Capsule	Aspirin	Antacid	NSAID
Injection	Paracetamol	Antipyretic	Penicillin
Injection	Aspirin	Antipyretic	PPI
Injection	Aspirin	Antihistamine	H1 Blocker
Tablet	Metformin	Antibiotic	PPI
Ointment	Metformin	Antihistamine	H1 Blocker
Capsule	Aspirin	Antibiotic	H1 Blocker
Syrup	Aspirin	Antacid	NSAID
Capsule	Ibuprofen	Antipyretic	H1 Blocker
Ointment	Ibuprofen	Antibiotic	H1 Blocker
Injection	Aspirin	Antipyretic	Salicylate
Syrup	Aspirin	Painkiller	NSAID
Capsule	Metformin	Antacid	Penicillin
Tablet	Cetrizine	Antipyretic	Salicylate
Injection	Ibuprofen	Painkiller	H1 Blocker
Capsule	Omeprazole	Painkiller	NSAID
Syrup	Amoxicillin	Antipyretic	Penicillin
Injection	Ibuprofen	Antipyretic	Penicillin
Tablet	Cetrizine	Antihistamine	PPI
Tablet	Aspirin	Antihistamine	Salicylate
Injection	Cetrizine	Painkiller	NSAID
Injection	Ibuprofen	Antipyretic	Salicylate
Ointment	Omeprazole	Antacid	Penicillin
Injection	Paracetamol	Antibiotic	Salicylate
Tablet	Amoxicillin	Antipyretic	PPI
Syrup	Omeprazole	Painkiller	PPI
Tablet	Amoxicillin	Antipyretic	H1 Blocker
Syrup	Omeprazole	Antihistamine	PPI
Syrup	Cetrizine	Antacid	NSAID
Ointment	Ibuprofen	Antacid	Penicillin
Tablet	Paracetamol	Antihistamine	H1 Blocker
Syrup	Aspirin	Antipyretic	PPI
Injection	Paracetamol	Antihistamine	NSAID
Syrup	Amoxicillin	Antacid	Penicillin
Tablet	Omeprazole	Antihistamine	Penicillin
Ointment	Paracetamol	Antibiotic	Salicylate
Ointment	Amoxicillin	Painkiller	Salicylate
Syrup	Paracetamol	Antipyretic	PPI
Syrup	Cetrizine	Antacid	NSAID
Ointment	Ibuprofen	Antipyretic	Salicylate
Injection	Aspirin	Antibiotic	PPI
Tablet	Amoxicillin	Antacid	PPI
Tablet	Omeprazole	Antacid	Penicillin
Tablet	Ibuprofen	Painkiller	H1 Blocker
Tablet	Cetrizine	Antipyretic	PPI
Syrup	Aspirin	Painkiller	PPI
Syrup	Ibuprofen	Antipyretic	Salicylate
Injection	Cetrizine	Antipyretic	Penicillin
Syrup	Cetrizine	Painkiller	PPI
Syrup	Ibuprofen	Antibiotic	NSAID
Ointment	Ibuprofen	Antihistamine	NSAID
Injection	Ibuprofen	Antibiotic	PPI
Ointment	Omeprazole	Painkiller	PPI
Capsule	Omeprazole	Antacid	H1 Blocker
Ointment	Amoxicillin	Antacid	Penicillin
Capsule	Aspirin	Antacid	Salicylate
Syrup	Amoxicillin	Antacid	H1 Blocker
Capsule	Cetrizine	Antihistamine	Salicylate
Capsule	Omeprazole	Antibiotic	H1 Blocker
Capsule	Metformin	Antipyretic	Salicylate
Syrup	Aspirin	Painkiller	NSAID
Ointment	Aspirin	Painkiller	H1 Blocker
Syrup	Cetrizine	Antibiotic	NSAID
Capsule	Aspirin	Antibiotic	Salicylate
Tablet	Amoxicillin	Antipyretic	Penicillin
Ointment	Aspirin	Painkiller	Penicillin
Ointment	Amoxicillin	Antibiotic	NSAID
Injection	Metformin	Antihistamine	Penicillin
Tablet	Aspirin	Antipyretic	Penicillin
Ointment	Paracetamol	Antipyretic	PPI
Injection	Omeprazole	Antacid	Salicylate
Ointment	Aspirin	Antacid	H1 Blocker
Tablet	Metformin	Antihistamine	NSAID
Capsule	Aspirin	Antipyretic	Salicylate
Injection	Aspirin	Antacid	Penicillin
Ointment	Metformin	Antihistamine	Salicylate
Injection	Aspirin	Antibiotic	Penicillin
Tablet	Aspirin	Antacid	Salicylate
Injection	Omeprazole	Antacid	Penicillin
Tablet	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Metformin	Antipyretic	NSAID
Syrup	Metformin	Antihistamine	NSAID
Capsule	Omeprazole	Antacid	NSAID
Capsule	Omeprazole	Antipyretic	PPI
Syrup	Aspirin	Antipyretic	H1 Blocker
Syrup	Amoxicillin	Antibiotic	H1 Blocker
Tablet	Amoxicillin	Antihistamine	PPI
Tablet	Cetrizine	Antipyretic	Penicillin
Capsule	Paracetamol	Antacid	H1 Blocker
Tablet	Metformin	Painkiller	Salicylate
Injection	Aspirin	Painkiller	PPI
Syrup	Cetrizine	Painkiller	PPI
Ointment	Cetrizine	Antibiotic	Penicillin
Tablet	Ibuprofen	Painkiller	Salicylate
Syrup	Ibuprofen	Antacid	Penicillin
Capsule	Omeprazole	Antacid	H1 Blocker
Syrup	Aspirin	Antipyretic	Salicylate
Syrup	Omeprazole	Antibiotic	PPI
Ointment	Aspirin	Antihistamine	NSAID
Capsule	Amoxicillin	Painkiller	Penicillin
Ointment	Aspirin	Antacid	H1 Blocker
Syrup	Paracetamol	Antibiotic	H1 Blocker
Syrup	Paracetamol	Painkiller	NSAID
Capsule	Cetrizine	Painkiller	Penicillin
Tablet	Metformin	Antihistamine	Salicylate
Syrup	Omeprazole	Painkiller	NSAID
Capsule	Amoxicillin	Antibiotic	Salicylate
Injection	Amoxicillin	Antacid	Salicylate
Tablet	Omeprazole	Antibiotic	NSAID
Capsule	Metformin	Antibiotic	H1 Blocker
Syrup	Metformin	Antacid	H1 Blocker
Capsule	Paracetamol	Painkiller	PPI
Capsule	Omeprazole	Antihistamine	NSAID
Ointment	Omeprazole	Antacid	H1 Blocker
Tablet	Amoxicillin	Painkiller	H1 Blocker
Ointment	Amoxicillin	Painkiller	Penicillin
Capsule	Amoxicillin	Antihistamine	H1 Blocker
Ointment	Cetrizine	Antacid	H1 Blocker
Capsule	Metformin	Antihistamine	Penicillin
Tablet	Amoxicillin	Antihistamine	Salicylate
Syrup	Metformin	Antihistamine	NSAID
Tablet	Omeprazole	Antibiotic	NSAID
Syrup	Paracetamol	Antacid	Salicylate
Ointment	Paracetamol	Painkiller	Salicylate
Capsule	Metformin	Painkiller	PPI
Injection	Paracetamol	Painkiller	PPI
Syrup	Paracetamol	Antihistamine	Penicillin
Injection	Aspirin	Antibiotic	H1 Blocker
Ointment	Aspirin	Painkiller	Salicylate
Tablet	Ibuprofen	Antibiotic	NSAID
Tablet	Cetrizine	Painkiller	NSAID
Syrup	Paracetamol	Antacid	Salicylate
Injection	Omeprazole	Antihistamine	PPI
Injection	Aspirin	Antipyretic	Penicillin
Ointment	Amoxicillin	Antacid	Salicylate
Tablet	Cetrizine	Antacid	H1 Blocker
Tablet	Cetrizine	Antipyretic	PPI
Tablet	Omeprazole	Antihistamine	PPI
Syrup	Aspirin	Antacid	Penicillin
Syrup	Paracetamol	Antibiotic	Penicillin
Injection	Aspirin	Antacid	PPI
Syrup	Omeprazole	Painkiller	Penicillin
Ointment	Omeprazole	Antihistamine	H1 Blocker
Capsule	Paracetamol	Antibiotic	Penicillin
Syrup	Amoxicillin	Antibiotic	Salicylate
Ointment	Amoxicillin	Painkiller	PPI
Tablet	Aspirin	Antacid	Salicylate
Capsule	Metformin	Antihistamine	Penicillin
Tablet	Omeprazole	Antibiotic	NSAID
Ointment	Metformin	Painkiller	Penicillin
Tablet	Metformin	Antibiotic	Penicillin
Tablet	Omeprazole	Antihistamine	H1 Blocker
Tablet	Metformin	Antibiotic	Penicillin
Syrup	Cetrizine	Antipyretic	Salicylate
Injection	Metformin	Antibiotic	Penicillin
Tablet	Amoxicillin	Antacid	Salicylate
Injection	Ibuprofen	Painkiller	Salicylate
Tablet	Omeprazole	Painkiller	Salicylate
Injection	Metformin	Antihistamine	Penicillin
Capsule	Omeprazole	Antacid	Penicillin
Capsule	Aspirin	Antibiotic	NSAID
Capsule	Ibuprofen	Antihistamine	Penicillin
Ointment	Amoxicillin	Antibiotic	PPI
Ointment	Omeprazole	Antibiotic	NSAID
Injection	Omeprazole	Antacid	H1 Blocker
Syrup	Metformin	Antipyretic	Salicylate
Syrup	Metformin	Antibiotic	PPI
Syrup	Omeprazole	Antibiotic	Penicillin
Ointment	Paracetamol	Antihistamine	H1 Blocker
Injection	Amoxicillin	Antibiotic	NSAID
Capsule	Amoxicillin	Antibiotic	NSAID
Capsule	Aspirin	Antibiotic	Salicylate
Syrup	Ibuprofen	Antihistamine	H1 Blocker
Capsule	Paracetamol	Antihistamine	NSAID
Ointment	Omeprazole	Painkiller	Salicylate
Injection	Amoxicillin	Antibiotic	NSAID
Syrup	Amoxicillin	Painkiller	Salicylate
Capsule	Ibuprofen	Antihistamine	Penicillin
Capsule	Amoxicillin	Antihistamine	PPI
Ointment	Metformin	Antibiotic	H1 Blocker
Ointment	Aspirin	Painkiller	PPI
Syrup	Paracetamol	Antihistamine	Salicylate
Syrup	Omeprazole	Antipyretic	Salicylate
Ointment	Amoxicillin	Antihistamine	Salicylate
Capsule	Omeprazole	Painkiller	Salicylate
Tablet	Aspirin	Antacid	Salicylate
Syrup	Ibuprofen	Antibiotic	H1 Blocker
Injection	Metformin	Antibiotic	Penicillin
Syrup	Ibuprofen	Antibiotic	Salicylate
Tablet	Ibuprofen	Painkiller	Salicylate
Ointment	Ibuprofen	Antipyretic	PPI
Injection	Metformin	Antacid	Salicylate
Ointment	Ibuprofen	Antipyretic	Penicillin
Injection	Metformin	Antipyretic	H1 Blocker
Tablet	Ibuprofen	Antihistamine	NSAID
Tablet	Omeprazole	Antipyretic	PPI
Syrup	Paracetamol	Painkiller	NSAID
Injection	Paracetamol	Antibiotic	Penicillin
Tablet	Cetrizine	Antipyretic	Salicylate
Tablet	Omeprazole	Antipyretic	H1 Blocker
Injection	Ibuprofen	Antibiotic	NSAID
Ointment	Ibuprofen	Antihistamine	NSAID
Syrup	Aspirin	Antipyretic	PPI
Ointment	Omeprazole	Antipyretic	NSAID
Syrup	Omeprazole	Antacid	Penicillin
Injection	Aspirin	Painkiller	Salicylate
Injection	Metformin	Antipyretic	NSAID
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Injection	Ibuprofen	Antipyretic	Salicylate
Capsule	Metformin	Antibiotic	PPI
Tablet	Cetrizine	Antihistamine	PPI
Tablet	Omeprazole	Antibiotic	PPI
Ointment	Amoxicillin	Painkiller	NSAID
Capsule	Paracetamol	Painkiller	PPI
Ointment	Metformin	Antibiotic	H1 Blocker
Tablet	Aspirin	Antihistamine	Salicylate
Capsule	Cetrizine	Antibiotic	PPI
Syrup	Ibuprofen	Antacid	Salicylate
Injection	Metformin	Antacid	Salicylate
Ointment	Omeprazole	Antihistamine	Salicylate
Injection	Omeprazole	Antihistamine	Penicillin
Ointment	Cetrizine	Antibiotic	Salicylate
Syrup	Cetrizine	Antihistamine	NSAID
Injection	Cetrizine	Painkiller	NSAID
Injection	Aspirin	Antacid	Penicillin
Injection	Metformin	Antihistamine	Salicylate
Capsule	Omeprazole	Antihistamine	H1 Blocker
Injection	Omeprazole	Painkiller	Penicillin
Ointment	Aspirin	Painkiller	NSAID
Capsule	Paracetamol	Antipyretic	Penicillin
Syrup	Aspirin	Painkiller	Penicillin
Syrup	Aspirin	Antacid	Salicylate
Ointment	Aspirin	Antihistamine	NSAID
Injection	Amoxicillin	Antibiotic	Penicillin
Injection	Amoxicillin	Antipyretic	Penicillin
Ointment	Ibuprofen	Painkiller	PPI
Ointment	Cetrizine	Antibiotic	H1 Blocker
Ointment	Ibuprofen	Antibiotic	Penicillin
Tablet	Paracetamol	Painkiller	Penicillin
Tablet	Ibuprofen	Antacid	PPI
Tablet	Cetrizine	Antipyretic	Salicylate
Syrup	Omeprazole	Antihistamine	H1 Blocker
Tablet	Ibuprofen	Antihistamine	Penicillin
Ointment	Omeprazole	Antacid	Salicylate
Ointment	Metformin	Antipyretic	Penicillin
Tablet	Cetrizine	Antipyretic	NSAID
Capsule	Amoxicillin	Antihistamine	Salicylate
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Tablet	Metformin	Antibiotic	Penicillin
Ointment	Paracetamol	Antibiotic	NSAID
Ointment	Ibuprofen	Antacid	H1 Blocker
Tablet	Paracetamol	Antipyretic	Penicillin
Ointment	Aspirin	Antibiotic	PPI
Ointment	Metformin	Antibiotic	Penicillin
Syrup	Aspirin	Antibiotic	H1 Blocker
Injection	Ibuprofen	Antibiotic	NSAID
Ointment	Aspirin	Antibiotic	Salicylate
Injection	Omeprazole	Antihistamine	NSAID
Tablet	Omeprazole	Antihistamine	Penicillin
Injection	Cetrizine	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antacid	Penicillin
Ointment	Metformin	Antihistamine	NSAID
Injection	Paracetamol	Antacid	Salicylate
Capsule	Aspirin	Painkiller	Penicillin
Tablet	Omeprazole	Antihistamine	Salicylate
Ointment	Ibuprofen	Antacid	NSAID
Syrup	Aspirin	Antihistamine	Salicylate
Syrup	Aspirin	Antipyretic	PPI
Tablet	Cetrizine	Antibiotic	Penicillin
Capsule	Amoxicillin	Antacid	Penicillin
Syrup	Paracetamol	Antacid	Salicylate
Syrup	Amoxicillin	Antacid	Salicylate
Injection	Ibuprofen	Antibiotic	PPI
Injection	Amoxicillin	Antipyretic	H1 Blocker
Syrup	Ibuprofen	Antacid	H1 Blocker
Syrup	Omeprazole	Antihistamine	Salicylate
Ointment	Ibuprofen	Antihistamine	NSAID
Tablet	Cetrizine	Painkiller	NSAID
Injection	Aspirin	Antibiotic	PPI
Tablet	Cetrizine	Painkiller	Salicylate
Syrup	Omeprazole	Painkiller	NSAID
Tablet	Ibuprofen	Antacid	NSAID
Syrup	Metformin	Antipyretic	Penicillin
Injection	Ibuprofen	Antipyretic	PPI
Capsule	Cetrizine	Antipyretic	Salicylate
Tablet	Paracetamol	Antacid	NSAID
Tablet	Cetrizine	Antihistamine	Penicillin
Tablet	Cetrizine	Antacid	H1 Blocker
Injection	Omeprazole	Antibiotic	PPI
Tablet	Metformin	Painkiller	Penicillin
Capsule	Aspirin	Antihistamine	Penicillin
Injection	Metformin	Painkiller	Salicylate
Tablet	Amoxicillin	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antihistamine	Salicylate
Tablet	Ibuprofen	Painkiller	Penicillin
Injection	Metformin	Antibiotic	Salicylate
Injection	Ibuprofen	Antihistamine	Penicillin
Syrup	Amoxicillin	Painkiller	PPI
Tablet	Paracetamol	Painkiller	Penicillin
Tablet	Amoxicillin	Antipyretic	PPI
Capsule	Cetrizine	Antacid	PPI
Syrup	Metformin	Antacid	H1 Blocker
Ointment	Metformin	Painkiller	NSAID
Injection	Paracetamol	Antihistamine	H1 Blocker
Ointment	Cetrizine	Painkiller	Penicillin
Syrup	Ibuprofen	Antibiotic	PPI
Injection	Omeprazole	Antihistamine	PPI
Injection	Aspirin	Antacid	PPI
Injection	Amoxicillin	Antipyretic	Penicillin
Tablet	Paracetamol	Antihistamine	NSAID
Tablet	Amoxicillin	Painkiller	NSAID
Syrup	Metformin	Antipyretic	H1 Blocker
Ointment	Paracetamol	Antacid	H1 Blocker
Syrup	Paracetamol	Antacid	Salicylate
Syrup	Ibuprofen	Antipyretic	Penicillin
Ointment	Cetrizine	Painkiller	NSAID
Tablet	Amoxicillin	Antibiotic	PPI
Capsule	Paracetamol	Painkiller	H1 Blocker
Injection	Aspirin	Antacid	PPI
Capsule	Omeprazole	Antipyretic	H1 Blocker
Injection	Metformin	Antihistamine	NSAID
Syrup	Cetrizine	Antipyretic	PPI
Syrup	Metformin	Antipyretic	Penicillin
Tablet	Omeprazole	Painkiller	PPI
Syrup	Paracetamol	Antacid	H1 Blocker
Ointment	Metformin	Painkiller	H1 Blocker
Tablet	Ibuprofen	Antipyretic	PPI
Ointment	Aspirin	Antipyretic	NSAID
Capsule	Omeprazole	Antipyretic	H1 Blocker
Injection	Omeprazole	Painkiller	NSAID
Syrup	Amoxicillin	Antacid	Salicylate
Capsule	Omeprazole	Painkiller	H1 Blocker
Injection	Omeprazole	Antihistamine	Salicylate
Syrup	Ibuprofen	Antipyretic	NSAID
Ointment	Cetrizine	Antacid	Salicylate
Injection	Ibuprofen	Antihistamine	NSAID
Injection	Omeprazole	Antacid	NSAID
Tablet	Ibuprofen	Antihistamine	Salicylate
Tablet	Aspirin	Antihistamine	NSAID
Capsule	Metformin	Painkiller	H1 Blocker
Injection	Amoxicillin	Antihistamine	NSAID
Syrup	Ibuprofen	Antacid	Penicillin
Tablet	Paracetamol	Antihistamine	H1 Blocker
Tablet	Metformin	Antihistamine	H1 Blocker
Injection	Ibuprofen	Antacid	Salicylate
Ointment	Omeprazole	Antihistamine	Salicylate
Tablet	Aspirin	Antipyretic	NSAID
Syrup	Ibuprofen	Antipyretic	NSAID
Capsule	Aspirin	Painkiller	Salicylate
Capsule	Paracetamol	Antibiotic	PPI
Injection	Ibuprofen	Antihistamine	H1 Blocker
Tablet	Amoxicillin	Painkiller	Penicillin
Ointment	Paracetamol	Antacid	NSAID
Tablet	Paracetamol	Painkiller	Penicillin
Capsule	Cetrizine	Antacid	PPI
Capsule	Amoxicillin	Antipyretic	H1 Blocker
Capsule	Amoxicillin	Antihistamine	Penicillin
Injection	Metformin	Painkiller	H1 Blocker
Injection	Amoxicillin	Antipyretic	Penicillin
Syrup	Ibuprofen	Antacid	Penicillin
Capsule	Paracetamol	Antibiotic	Penicillin
Capsule	Aspirin	Antacid	H1 Blocker
Ointment	Ibuprofen	Antibiotic	H1 Blocker
Syrup	Ibuprofen	Antipyretic	NSAID
Tablet	Paracetamol	Antacid	Penicillin
Ointment	Cetrizine	Antipyretic	Salicylate
Tablet	Aspirin	Painkiller	Penicillin
Injection	Ibuprofen	Antihistamine	PPI
Injection	Omeprazole	Antibiotic	PPI
Ointment	Ibuprofen	Antacid	PPI
Ointment	Ibuprofen	Painkiller	H1 Blocker
Syrup	Omeprazole	Antacid	Penicillin
Tablet	Ibuprofen	Antibiotic	Salicylate
Capsule	Amoxicillin	Antacid	PPI
Tablet	Omeprazole	Antacid	PPI
Ointment	Metformin	Antipyretic	Salicylate
Ointment	Aspirin	Antibiotic	NSAID
Syrup	Ibuprofen	Painkiller	Penicillin
Injection	Paracetamol	Antihistamine	NSAID
Tablet	Metformin	Antipyretic	Salicylate
Injection	Cetrizine	Antibiotic	NSAID
Ointment	Cetrizine	Antibiotic	Salicylate
Ointment	Paracetamol	Antibiotic	NSAID
Tablet	Paracetamol	Antibiotic	H1 Blocker
Ointment	Amoxicillin	Antihistamine	H1 Blocker
Tablet	Paracetamol	Antacid	Salicylate
Tablet	Ibuprofen	Antihistamine	PPI
Tablet	Cetrizine	Painkiller	Salicylate
Capsule	Paracetamol	Antipyretic	Salicylate
Syrup	Amoxicillin	Antipyretic	Penicillin
Syrup	Aspirin	Antihistamine	H1 Blocker
Ointment	Metformin	Antacid	PPI
Ointment	Paracetamol	Antipyretic	Penicillin
Syrup	Metformin	Painkiller	Penicillin
Tablet	Aspirin	Antihistamine	Penicillin
Injection	Omeprazole	Painkiller	H1 Blocker
Syrup	Amoxicillin	Antipyretic	H1 Blocker
Capsule	Cetrizine	Antibiotic	Salicylate
Injection	Aspirin	Painkiller	Salicylate
Capsule	Omeprazole	Painkiller	PPI
Injection	Cetrizine	Painkiller	H1 Blocker
Syrup	Omeprazole	Antihistamine	H1 Blocker
Capsule	Cetrizine	Antibiotic	Salicylate
Capsule	Metformin	Antacid	Penicillin
Syrup	Metformin	Antihistamine	H1 Blocker
Capsule	Ibuprofen	Antipyretic	NSAID
Capsule	Omeprazole	Antipyretic	NSAID
Tablet	Amoxicillin	Antihistamine	Penicillin
Syrup	Aspirin	Antipyretic	Salicylate
Syrup	Metformin	Antihistamine	NSAID
Tablet	Cetrizine	Antacid	PPI
Injection	Cetrizine	Antipyretic	NSAID
Syrup	Metformin	Antibiotic	H1 Blocker
Tablet	Omeprazole	Antacid	NSAID
Capsule	Amoxicillin	Antibiotic	NSAID
Injection	Omeprazole	Antihistamine	H1 Blocker
Syrup	Amoxicillin	Antipyretic	Penicillin
Capsule	Amoxicillin	Antibiotic	PPI
Capsule	Paracetamol	Antibiotic	Penicillin
Capsule	Paracetamol	Antihistamine	H1 Blocker
Tablet	Ibuprofen	Antihistamine	Salicylate
Injection	Ibuprofen	Painkiller	Penicillin
Ointment	Aspirin	Antacid	H1 Blocker
Tablet	Paracetamol	Antibiotic	NSAID
Capsule	Ibuprofen	Antipyretic	PPI
Tablet	Aspirin	Antihistamine	Salicylate
Syrup	Amoxicillin	Antibiotic	NSAID
Capsule	Ibuprofen	Antihistamine	Salicylate
Ointment	Amoxicillin	Antihistamine	Salicylate
Capsule	Cetrizine	Antacid	Penicillin
Syrup	Amoxicillin	Painkiller	Penicillin
Injection	Cetrizine	Antibiotic	NSAID
Ointment	Ibuprofen	Antacid	NSAID
Injection	Metformin	Antihistamine	H1 Blocker
Injection	Aspirin	Antacid	Salicylate
Capsule	Ibuprofen	Antacid	PPI
Syrup	Omeprazole	Painkiller	Salicylate
Capsule	Ibuprofen	Antihistamine	H1 Blocker
Capsule	Metformin	Antacid	Penicillin
Injection	Amoxicillin	Antacid	Salicylate
Injection	Paracetamol	Antipyretic	NSAID
Injection	Paracetamol	Antacid	PPI
Syrup	Metformin	Antipyretic	Penicillin
Tablet	Omeprazole	Antacid	Salicylate
Capsule	Amoxicillin	Antihistamine	PPI
Syrup	Cetrizine	Antipyretic	NSAID
Ointment	Paracetamol	Painkiller	H1 Blocker
Injection	Ibuprofen	Antacid	PPI
Capsule	Paracetamol	Antibiotic	Penicillin
Injection	Paracetamol	Antacid	H1 Blocker
Capsule	Paracetamol	Antibiotic	Salicylate
Syrup	Metformin	Painkiller	PPI
Ointment	Cetrizine	Antipyretic	Penicillin
Syrup	Amoxicillin	Painkiller	H1 Blocker
Tablet	Metformin	Painkiller	Salicylate
Injection	Amoxicillin	Painkiller	NSAID
Tablet	Paracetamol	Antipyretic	H1 Blocker
Capsule	Omeprazole	Antibiotic	Salicylate
Tablet	Aspirin	Painkiller	PPI
Capsule	Amoxicillin	Antihistamine	Salicylate
Tablet	Metformin	Painkiller	Salicylate
Ointment	Paracetamol	Antacid	H1 Blocker
Ointment	Paracetamol	Painkiller	NSAID
Ointment	Aspirin	Antihistamine	NSAID
Injection	Ibuprofen	Antipyretic	H1 Blocker
Injection	Omeprazole	Antacid	Salicylate
Capsule	Aspirin	Antibiotic	Salicylate
Tablet	Ibuprofen	Painkiller	Penicillin
Ointment	Ibuprofen	Antihistamine	Salicylate
Injection	Aspirin	Antacid	Penicillin
Tablet	Cetrizine	Antacid	H1 Blocker
Tablet	Cetrizine	Painkiller	Salicylate
Syrup	Paracetamol	Painkiller	H1 Blocker
Tablet	Omeprazole	Antacid	Penicillin
Tablet	Ibuprofen	Antacid	PPI
Capsule	Ibuprofen	Antipyretic	Salicylate
Injection	Ibuprofen	Painkiller	H1 Blocker
Ointment	Omeprazole	Antipyretic	Penicillin
Capsule	Paracetamol	Painkiller	PPI
Tablet	Omeprazole	Painkiller	H1 Blocker
Capsule	Paracetamol	Antibiotic	PPI
Injection	Metformin	Antipyretic	PPI
Ointment	Amoxicillin	Antacid	NSAID
Syrup	Omeprazole	Painkiller	NSAID
Injection	Amoxicillin	Painkiller	H1 Blocker
Injection	Omeprazole	Painkiller	Penicillin
Syrup	Aspirin	Painkiller	H1 Blocker
Ointment	Paracetamol	Antihistamine	Salicylate
Ointment	Omeprazole	Antihistamine	NSAID
Syrup	Paracetamol	Antibiotic	H1 Blocker
Injection	Paracetamol	Antipyretic	NSAID
Injection	Omeprazole	Antibiotic	H1 Blocker
Tablet	Aspirin	Antibiotic	H1 Blocker
Injection	Omeprazole	Antibiotic	Penicillin
Injection	Paracetamol	Antihistamine	NSAID
Syrup	Omeprazole	Antihistamine	PPI
Ointment	Paracetamol	Antibiotic	NSAID
Injection	Paracetamol	Antibiotic	Salicylate
Ointment	Paracetamol	Antipyretic	PPI
Injection	Amoxicillin	Antihistamine	PPI
Syrup	Cetrizine	Antihistamine	PPI
Syrup	Cetrizine	Antibiotic	H1 Blocker
Syrup	Aspirin	Antacid	Penicillin
Syrup	Cetrizine	Antipyretic	NSAID
Capsule	Metformin	Antipyretic	Salicylate
Tablet	Ibuprofen	Painkiller	H1 Blocker
Capsule	Omeprazole	Antihistamine	Penicillin
Tablet	Amoxicillin	Antipyretic	Salicylate
Injection	Ibuprofen	Painkiller	Penicillin
Injection	Metformin	Painkiller	PPI
Injection	Amoxicillin	Painkiller	H1 Blocker
Capsule	Amoxicillin	Antibiotic	Penicillin
Ointment	Metformin	Antipyretic	Salicylate
Capsule	Aspirin	Antihistamine	Salicylate
Ointment	Amoxicillin	Painkiller	Penicillin
Ointment	Aspirin	Antacid	H1 Blocker
Syrup	Amoxicillin	Antipyretic	PPI
Syrup	Cetrizine	Antibiotic	Salicylate
Tablet	Ibuprofen	Painkiller	NSAID
Syrup	Metformin	Antibiotic	Penicillin
Injection	Omeprazole	Painkiller	Salicylate
Ointment	Amoxicillin	Antacid	Salicylate
Ointment	Aspirin	Antacid	Salicylate
Tablet	Aspirin	Antacid	PPI
Injection	Cetrizine	Painkiller	NSAID
Tablet	Ibuprofen	Antacid	Penicillin
Capsule	Metformin	Antibiotic	H1 Blocker
Tablet	Aspirin	Antibiotic	NSAID
Injection	Aspirin	Antipyretic	Penicillin
Injection	Metformin	Painkiller	Salicylate
Syrup	Aspirin	Antibiotic	H1 Blocker
Injection	Aspirin	Antibiotic	Penicillin
Ointment	Ibuprofen	Painkiller	Salicylate
Tablet	Aspirin	Antipyretic	Penicillin
Capsule	Amoxicillin	Antihistamine	NSAID
Capsule	Metformin	Antibiotic	NSAID
Tablet	Ibuprofen	Antipyretic	NSAID
Tablet	Amoxicillin	Painkiller	PPI
Ointment	Amoxicillin	Antacid	Penicillin
Tablet	Metformin	Antibiotic	NSAID
Capsule	Metformin	Painkiller	Penicillin
Capsule	Ibuprofen	Painkiller	Penicillin
Injection	Omeprazole	Antihistamine	Penicillin
Capsule	Metformin	Painkiller	H1 Blocker
Tablet	Paracetamol	Antibiotic	PPI
Capsule	Amoxicillin	Antacid	NSAID
Tablet	Aspirin	Antipyretic	H1 Blocker
Tablet	Paracetamol	Antihistamine	Salicylate
Ointment	Ibuprofen	Antacid	NSAID
Injection	Cetrizine	Antihistamine	H1 Blocker
Syrup	Aspirin	Antibiotic	Salicylate
Injection	Amoxicillin	Antihistamine	H1 Blocker
Capsule	Metformin	Antacid	PPI
Capsule	Ibuprofen	Antibiotic	H1 Blocker
Ointment	Omeprazole	Antipyretic	NSAID
Syrup	Omeprazole	Antacid	H1 Blocker
Tablet	Paracetamol	Painkiller	Penicillin
Injection	Aspirin	Antipyretic	Penicillin
Syrup	Cetrizine	Painkiller	NSAID
Tablet	Ibuprofen	Antihistamine	Penicillin
Capsule	Metformin	Antibiotic	Penicillin
Ointment	Amoxicillin	Antibiotic	H1 Blocker
Capsule	Paracetamol	Antibiotic	PPI
Capsule	Amoxicillin	Antihistamine	NSAID
Capsule	Aspirin	Antibiotic	Salicylate
